,title,artist,top genre,year,country,val,dur
384,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,canada,36,207
421,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,germany,36,207
530,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,chile,36,207
580,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,spain,36,207
631,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,usa,36,207
870,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,italy,36,207
989,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,malasya,36,207
758,It's You,Ali Gatie,canadian hip hop,2019,indonesia,40,213
974,It's You,Ali Gatie,canadian hip hop,2019,malasya,40,213
15,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,world,78,152
58,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,africa,78,152
161,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,australia,78,152
213,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,belgium,78,152
355,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,canada,78,152
410,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,germany,78,152
608,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,usa,78,152
861,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,italy,78,152
972,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,malasya,78,152
728,"Jai Jai Shivshankar (From ""War"")",Vishal Dadlani,desi pop,2019,india,53,231
679,Jamais,Mister V,french hip hop,2019,france,79,192
93,Jerusalem,Master KG,kwaito house,2019,africa,84,343
14,Jingle Bell Rock,Bobby Helms,adult standards,1992,world,81,131
57,Jingle Bell Rock,Bobby Helms,adult standards,1992,africa,81,131
163,Jingle Bell Rock,Bobby Helms,adult standards,1992,australia,81,131
214,Jingle Bell Rock,Bobby Helms,adult standards,1992,belgium,81,131
260,Jingle Bell Rock,Bobby Helms,adult standards,1992,bolivia,81,131
356,Jingle Bell Rock,Bobby Helms,adult standards,1992,canada,81,131
409,Jingle Bell Rock,Bobby Helms,adult standards,1992,germany,81,131
510,Jingle Bell Rock,Bobby Helms,adult standards,1992,chile,81,131
607,Jingle Bell Rock,Bobby Helms,adult standards,1992,usa,81,131
859,Jingle Bell Rock,Bobby Helms,adult standards,1992,italy,81,131
971,Jingle Bell Rock,Bobby Helms,adult standards,1992,malasya,81,131
27,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,world,84,126
71,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,africa,84,126
168,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,australia,84,126
227,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,belgium,84,126
367,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,canada,84,126
415,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,germany,84,126
192,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,adult standards,2011,australia,83,162
398,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,adult standards,2011,canada,83,162
386,Joy To The World,Nat King Cole,adult standards,1962,canada,66,85
633,Joy To The World,Nat King Cole,adult standards,1962,usa,66,85
448,KARMA,Nimo,german hip hop,2019,germany,53,255
447,KEIN SCHLAF,Nimo,german hip hop,2019,germany,43,200
742,"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,desi pop,2019,india,15,235
732,Kalank (Title Track),Arijit Singh,desi pop,2019,india,44,311
790,Kartonyono Medot Janji,Denny Caknan,Other,2019,indonesia,75,262
441,Keine Liebe,RIN,german cloud rap,2019,germany,57,198
792,Kenangan Manis,Pamungkas,indonesian indie,2018,indonesia,72,208
785,Kumau Dia,Andmesh,indonesian pop,2019,indonesia,60,256
106,LA CANCIÓN,J Balvin,latin,2019,argentina,43,243
257,LA CANCIÓN,J Balvin,latin,2019,bolivia,43,243
456,LA CANCIÓN,J Balvin,latin,2019,colombia,43,243
507,LA CANCIÓN,J Balvin,latin,2019,chile,43,243
494,La Burrita,Los Corraleros De Majagual,cumbia,2012,colombia,95,157
544,La Cama,Lunay,latin,2019,chile,82,189
595,La Cama,Lunay,latin,2019,spain,82,189
149,La Cola,Los Palmeras,argentine rock,2016,argentina,87,169
299,La Difícil,Camilo,colombian pop,2019,bolivia,55,159
484,La Noche,Joe Arroyo,cumbia,1999,colombia,83,264
589,La Rubia - Remix 2,La Nueva Escuela,dembow,2019,spain,75,211
675,La vie qu'on mène,Ninho,french hip hop,2019,france,46,193
89,Labantwana Ama Uber,Semi Tee,amapiano,2019,africa,53,384
812,Lalala,Y2K,pop rap,2019,israel,50,161
498,Las Caleñas,Pastor Lopez Y Su Combo,cumbia,2010,colombia,94,212
490,Las Cuatro Fiestas,Diomedes Diaz,cumbia,2006,colombia,97,275
37,Last Christmas,Wham!,new wave pop,1984,world,95,263
77,Last Christmas,Wham!,new wave pop,1984,africa,95,263
177,Last Christmas,Wham!,new wave pop,1984,australia,95,263
234,Last Christmas,Wham!,new wave pop,1984,belgium,95,263
285,Last Christmas,Wham!,new wave pop,1984,bolivia,95,263
379,Last Christmas,Wham!,new wave pop,1984,canada,95,263
419,Last Christmas,Wham!,new wave pop,1984,germany,95,263
574,Last Christmas,Wham!,new wave pop,1984,spain,95,263
628,Last Christmas,Wham!,new wave pop,1984,usa,95,263
661,Last Christmas,Wham!,new wave pop,1984,france,95,263
867,Last Christmas,Wham!,new wave pop,1984,italy,95,263
906,Last Christmas,Wham!,new wave pop,1984,japan,95,263
988,Last Christmas,Wham!,new wave pop,1984,malasya,95,263
775,Lebih Dari Egoku,Mawar De Jongh,indonesian pop,2019,indonesia,33,249
320,Lençol Dobrado,João Gustavo e Murilo,funk carioca,2018,brazil,67,179
22,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,world,70,117
65,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,africa,70,117
221,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,belgium,70,117
363,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,canada,70,117
618,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,usa,70,117
659,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,france,70,117
18,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,world,84,155
61,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,africa,84,155
164,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,australia,84,155
217,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,belgium,84,155
359,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,canada,84,155
612,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,usa,84,155
862,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,italy,84,155
305,Liberdade Provisória,Henrique & Juliano,sertanejo universitario,2019,brazil,70,188
374,Like It's Christmas,Jonas Brothers,boy band,2019,canada,61,201
626,Like It's Christmas,Jonas Brothers,boy band,2019,usa,61,201
183,Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,1964,australia,97,119
638,Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,1964,usa,97,119
290,Loco,Beéle,Other,2019,bolivia,77,204
477,Loco,Beéle,Other,2019,colombia,77,204
672,Loin de moi,Naza,francoton,2019,france,50,144
489,Loquito por Ti,Armando Hernandez,chicha,2012,colombia,86,287
94,Lorch,Kabza De Small,afro house,2019,africa,41,375
482,Los sabanales,Calixto Ochoa,cumbia,1971,colombia,78,162
753,Lose You To Love Me,Selena Gomez,dance pop,2019,indonesia,9,206
958,Lose You To Love Me,Selena Gomez,dance pop,2019,malasya,9,206
99,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",Mfr Souls,afro house,2019,africa,68,353
981,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,pop,2019,malasya,42,221
756,Lucid Dreams,Juice WRLD,chicago rap,2018,indonesia,22,240
811,Lucid Dreams,Juice WRLD,chicago rap,2018,israel,22,240
964,Lucid Dreams,Juice WRLD,chicago rap,2018,malasya,22,240
678,Ma belle,Moha La Squale,french hip hop,2019,france,47,158
691,Ma vie,Dadju,francoton,2019,france,32,209
939,Machigaisagashi,Masaki Suda,anime rock,2019,japan,44,224
717,Makhna,Tanishk Bagchi,desi pop,2019,india,43,183
681,Maman ne le sait pas (feat. Niska),Ninho,french hip hop,2019,france,39,203
545,Mami,Paloma Mami,latin pop,2019,chile,51,195
685,Marie,Koba LaD,french hip hop,2019,france,68,195
193,Mary's Boy Child / Oh My Lord,Boney M.,disco,2017,australia,93,241
673,Mayday (feat. Ninho),SCH,french hip hop,2019,france,25,210
141,Me Vas a Extrañar - En Vivo,Damas Gratis,cumbia villera,2018,argentina,64,239
760,Mean It,Lauv,pop,2019,indonesia,34,233
977,Mean It,Lauv,pop,2019,malasya,34,233
641,Mele Kalikimaka (Merry Christmas),Bing Crosby,adult standards,1945,usa,62,175
2,Memories,Maroon 5,pop,2019,world,57,189
52,Memories,Maroon 5,pop,2019,africa,57,189
153,Memories,Maroon 5,pop,2019,australia,57,189
202,Memories,Maroon 5,pop,2019,belgium,57,189
652,Memories,Maroon 5,pop,2019,france,57,189
700,Memories,Maroon 5,pop,2019,india,57,189
751,Memories,Maroon 5,pop,2019,indonesia,57,189
802,Memories,Maroon 5,pop,2019,israel,57,189
851,Memories,Maroon 5,pop,2019,italy,57,189
951,Memories,Maroon 5,pop,2019,malasya,57,189
737,"Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon,desi pop,2019,india,65,193
49,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,world,96,224
87,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,africa,96,224
197,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,australia,96,224
248,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,belgium,96,224
399,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,canada,96,224
445,Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,germany,96,224
436,Merry Xmas Everybody,Slade,album rock,1973,germany,47,223
343,"Mil Anos - Recorded At Mosh Studios, São Paulo",Jorge & Mateus,sertanejo,2019,brazil,45,189
996,Mimpi (feat. Alif),K-Clique,malaysian indie,2019,malasya,87,253
17,Mistletoe,Justin Bieber,canadian pop,2011,world,85,183
59,Mistletoe,Justin Bieber,canadian pop,2011,africa,85,183
162,Mistletoe,Justin Bieber,canadian pop,2011,australia,85,183
216,Mistletoe,Justin Bieber,canadian pop,2011,belgium,85,183
358,Mistletoe,Justin Bieber,canadian pop,2011,canada,85,183
408,Mistletoe,Justin Bieber,canadian pop,2011,germany,85,183
610,Mistletoe,Justin Bieber,canadian pop,2011,usa,85,183
860,Mistletoe,Justin Bieber,canadian pop,2011,italy,85,183
969,Mistletoe,Justin Bieber,canadian pop,2011,malasya,85,183
392,Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,1957,canada,34,136
642,Mistletoe And Holly - Remastered 1999,Frank Sinatra,adult standards,1957,usa,34,136
439,Mit Dir,Loredana,kosovan pop,2019,germany,64,158
692,Mortel,Koba LaD,french hip hop,2019,france,66,204
666,Moulaga,Heuss L'enfoiré,french hip hop,2019,france,48,180
747,"Mummy Nu Pasand (From ""Jai Mummy Di"")",Sunanda Sharma,desi pop,2019,india,80,185
743,"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,desi pop,2019,india,54,176
709,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,india,38,171
814,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,israel,38,171
973,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,malasya,38,171
42,My Only Wish (This Year),Britney Spears,dance pop,2019,world,68,255
239,My Only Wish (This Year),Britney Spears,dance pop,2019,belgium,68,255
422,My Only Wish (This Year),Britney Spears,dance pop,2019,germany,68,255
684,Méchant,Niska,french hip hop,2019,france,41,191
734,"Naah Goriye (From ""Bala"")",B Praak,desi pop,2019,india,72,185
90,Nana Thula,Kabza De Small,afro house,2019,africa,59,439
547,"Navidad, Navidad",Luis Miguel,bolero,2006,chile,75,155
244,Ne reviens pas,Gradur,french hip hop,2019,belgium,93,189
669,Ne reviens pas,Gradur,french hip hop,2019,france,93,189
819,Never Go Back,Dennis Lloyd,israeli pop,2019,israel,73,175
186,Never Seen The Rain,Tones and I,australian pop,2019,australia,27,201
818,Nevermind,Dennis Lloyd,israeli pop,2017,israel,8,157
144,No Dijeron Nada,Oscu,trap argentino,2019,argentina,91,187
975,No Idea,Don Toliver,rap,2019,malasya,35,154
120,No Me Conoce - Remix,Jhay Cortez,latin,2019,argentina,58,309
271,No Me Conoce - Remix,Jhay Cortez,latin,2019,bolivia,58,309
468,No Me Conoce - Remix,Jhay Cortez,latin,2019,colombia,58,309
519,No Me Conoce - Remix,Jhay Cortez,latin,2019,chile,58,309
570,No Me Conoce - Remix,Jhay Cortez,latin,2019,spain,58,309
142,No Te Creas Tan Importante - En Vivo,Damas Gratis,cumbia villera,2018,argentina,67,240
537,No Te Debí Besar,C. Tangana,trap espanol,2019,chile,62,183
889,Non Avere Paura,Tommaso Paradiso,italian arena pop,2019,italy,24,247
296,Nunca Es Suficiente,Los Angeles Azules,grupera,2018,bolivia,80,266
438,Nur zur Info,Ufo361,german cloud rap,2019,germany,23,142
795,Nyaman,Andmesh,indonesian pop,2019,indonesia,46,227
745,"O Saki Saki (From ""Batla House"")",Neha Kakkar,desi pop,2019,india,57,191
645,O Tannenbaum,Vince Guaraldi Trio,adult standards,1965,usa,34,309
147,Ocho Cuarenta,Rodrigo,argentine rock,1998,argentina,85,355
493,Ojitos Hechiceros,Rodolfo Aicardi,classic colombian pop,2012,colombia,62,220
146,Olvídala,Los Palmeras,argentine rock,2004,argentina,52,290
713,On My Way,Alan Walker,electro house,2019,india,30,194
765,On My Way,Alan Walker,electro house,2019,indonesia,30,194
784,One Only,Pamungkas,indonesian indie,2018,indonesia,11,255
282,Otro Trago,Sech,panamanian pop,2019,bolivia,62,226
122,Otro Trago - Remix,Sech,panamanian pop,2019,argentina,76,288
276,Otro Trago - Remix,Sech,panamanian pop,2019,bolivia,76,288
521,Otro Trago - Remix,Sech,panamanian pop,2019,chile,76,288
569,Otro Trago - Remix,Sech,panamanian pop,2019,spain,76,288
667,Oui ou non,Angèle,belgian pop,2019,france,36,197
132,Oye,TINI,latin pop,2019,argentina,26,173
281,Pa Mí - Remix,Dalex,latin,2019,bolivia,73,361
277,Pa' Olvidarme De Ella,Piso 21,colombian pop,2019,bolivia,64,227
474,Pa' Olvidarme De Ella,Piso 21,colombian pop,2019,colombia,64,227
720,"Pachtaoge (From ""Jaani Ve"")",Arijit Singh,desi pop,2019,india,48,227
722,Pal Pal Dil Ke Paas- Title Track,Arijit Singh,desi pop,2019,india,39,255
947,Paprika,Foorin,kodomo no ongaku,2018,japan,73,208
329,"Para, Pensa e Volta - Ao Vivo",Yasmin Santos,sertanejo pop,2019,brazil,57,174
786,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan",Fiersa Besari,indonesian indie,2019,indonesia,25,250
791,Percaya Aku,Chintya Gabriella,Other,2019,indonesia,30,232
130,Perreo en La Luna,Rich Music LTD,reggaeton,2019,argentina,72,219
534,Perreo en La Luna,Rich Music LTD,reggaeton,2019,chile,72,219
583,Perreo en La Luna,Rich Music LTD,reggaeton,2019,spain,72,219
695,Petit Papa Noël,Tino Rossi,chanson,1998,france,42,196
536,Piensan,Myke Towers,latin,2019,chile,79,173
783,Pilu Membiru,Kunto Aji,indonesian indie,2018,indonesia,5,252
542,Piropo,Noriel,latin,2019,chile,77,220
879,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,basshall,2019,italy,51,188
664,Popopop,Gambi,pop urbaine,2019,france,41,156
599,Prendio - Remix,Rvfv,trap espanol,2019,spain,75,191
593,Prendío,Rvfv,trap espanol,2019,spain,90,190
934,Pretender,Official HIGE DANdism,anime rock,2019,japan,37,327
724,Proper Patola,Badshah,desi hip hop,2018,india,49,179
780,Psycho,Red Velvet,k-pop,2019,indonesia,41,211
994,Psycho,Red Velvet,k-pop,2019,malasya,41,211
273,QUE PRETENDES,J Balvin,latin,2019,bolivia,94,222
469,QUE PRETENDES,J Balvin,latin,2019,colombia,94,222
522,QUE PRETENDES,J Balvin,latin,2019,chile,94,222
318,Quando a vontade bater (Participação especial de PK Delas),Pk,brazilian edm,2019,brazil,70,166
314,Quarta Cadeira - Ao Vivo,Matheus & Kauan,pop nacional,2019,brazil,60,224
576,Que Calor (feat. J Balvin & El Alfa),Major Lazer,dance pop,2019,spain,46,170
662,Que Calor (feat. J Balvin & El Alfa),Major Lazer,dance pop,2019,france,46,170
286,Que Mas Pues - Remix,Sech,panamanian pop,2019,bolivia,81,306
109,Que Tire Pa Lante,Daddy Yankee,latin,2019,argentina,71,211
262,Que Tire Pa Lante,Daddy Yankee,latin,2019,bolivia,71,211
460,Que Tire Pa Lante,Daddy Yankee,latin,2019,colombia,71,211
512,Que Tire Pa Lante,Daddy Yankee,latin,2019,chile,71,211
348,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,sertanejo universitario,2019,brazil,83,154
112,Quizas,Rich Music LTD,reggaeton,2019,argentina,68,216
266,Quizas,Rich Music LTD,reggaeton,2019,bolivia,68,216
461,Quizas,Rich Music LTD,reggaeton,2019,colombia,68,216
514,Quizas,Rich Music LTD,reggaeton,2019,chile,68,216
566,Quizas,Rich Music LTD,reggaeton,2019,spain,68,216
279,Qué Pena,Maluma,latin,2019,bolivia,86,213
473,Qué Pena,Maluma,latin,2019,colombia,86,213
7,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,world,67,222
101,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,argentina,67,222
252,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,bolivia,67,222
451,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,colombia,67,222
502,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,chile,67,222
553,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,spain,67,222
654,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,france,67,222
854,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,italy,67,222
1,ROXANNE,Arizona Zervas,pop rap,2019,world,46,164
53,ROXANNE,Arizona Zervas,pop rap,2019,africa,46,164
151,ROXANNE,Arizona Zervas,pop rap,2019,australia,46,164
201,ROXANNE,Arizona Zervas,pop rap,2019,belgium,46,164
351,ROXANNE,Arizona Zervas,pop rap,2019,canada,46,164
401,ROXANNE,Arizona Zervas,pop rap,2019,germany,46,164
551,ROXANNE,Arizona Zervas,pop rap,2019,spain,46,164
600,ROXANNE,Arizona Zervas,pop rap,2019,usa,46,164
651,ROXANNE,Arizona Zervas,pop rap,2019,france,46,164
701,ROXANNE,Arizona Zervas,pop rap,2019,india,46,164
752,ROXANNE,Arizona Zervas,pop rap,2019,indonesia,46,164
801,ROXANNE,Arizona Zervas,pop rap,2019,israel,46,164
852,ROXANNE,Arizona Zervas,pop rap,2019,italy,46,164
952,ROXANNE,Arizona Zervas,pop rap,2019,malasya,46,164
338,Relógio Parado (Ao Vivo),Diego & Arnaldo,sertanejo,2019,brazil,73,181
698,Reste,Maître Gims,french hip hop,2019,france,69,232
158,Ride It,Regard,pop edm,2019,australia,88,158
211,Ride It,Regard,pop edm,2019,belgium,88,158
406,Ride It,Regard,pop edm,2019,germany,88,158
657,Ride It,Regard,pop edm,2019,france,88,158
13,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,world,90,126
56,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,africa,90,126
159,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,australia,90,126
212,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,belgium,90,126
354,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,canada,90,126
606,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,usa,90,126
857,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,italy,90,126
967,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,malasya,90,126
189,Rockin' Around the Christmas Tree,Brenda Lee,adult standards,1991,australia,83,126
427,Roller,Apache 207,german hip hop,2019,germany,68,157
663,Roses - Imanbek Remix,SAINt JHN,melodic rap,2019,france,90,177
423,Rudolph The Red-Nosed Reindeer,Dean Martin,adult standards,1959,germany,86,136
588,Rueda,Chimbala,dembow,2019,spain,96,211
31,Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,world,96,166
172,Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,australia,96,166
372,Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,canada,96,166
625,Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,usa,96,166
322,S de Saudade,Luíza & Maurílio,sertanejo pop,2019,brazil,79,175
309,SENTADÃO,Pedro Sampaio,baile pop,2019,brazil,92,143
444,STAR,Nimo,german hip hop,2019,germany,60,162
874,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,italian hip hop,2019,italy,51,223
723,Sakhiyaan,Maninder Buttar,desi pop,2018,india,36,179
98,Sandton,Kabza De Small,afro house,2019,africa,59,412
34,Santa Baby,Ariana Grande,dance pop,2013,world,77,171
74,Santa Baby,Ariana Grande,dance pop,2013,africa,77,171
231,Santa Baby,Ariana Grande,dance pop,2013,belgium,77,171
373,Santa Baby,Ariana Grande,dance pop,2013,canada,77,171
627,Santa Baby,Ariana Grande,dance pop,2013,usa,77,171
647,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,adult standards,2002,usa,49,206
883,Santa Claus Is Comin' to Town,Frank Sinatra,adult standards,1994,italy,69,155
36,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,world,41,268
75,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,africa,41,268
232,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,belgium,41,268
378,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,canada,41,268
866,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,italy,41,268
39,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,world,96,144
79,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,africa,96,144
178,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,australia,96,144
236,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,belgium,96,144
381,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,canada,96,144
630,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,usa,96,144
48,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,world,42,172
86,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,africa,42,172
194,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,australia,42,172
246,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,belgium,42,172
397,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,canada,42,172
894,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,italy,42,172
546,Santa Claus Llegó a La Ciudad,Luis Miguel,bolero,2006,chile,72,116
12,Santa Tell Me,Ariana Grande,dance pop,2014,world,59,204
55,Santa Tell Me,Ariana Grande,dance pop,2014,africa,59,204
157,Santa Tell Me,Ariana Grande,dance pop,2014,australia,59,204
210,Santa Tell Me,Ariana Grande,dance pop,2014,belgium,59,204
353,Santa Tell Me,Ariana Grande,dance pop,2014,canada,59,204
405,Santa Tell Me,Ariana Grande,dance pop,2014,germany,59,204
555,Santa Tell Me,Ariana Grande,dance pop,2014,spain,59,204
604,Santa Tell Me,Ariana Grande,dance pop,2014,usa,59,204
856,Santa Tell Me,Ariana Grande,dance pop,2014,italy,59,204
902,Santa Tell Me,Ariana Grande,dance pop,2014,japan,59,204
963,Santa Tell Me,Ariana Grande,dance pop,2014,malasya,59,204
741,Sauda Khara Khara,Diljit Dosanjh,desi pop,2019,india,88,211
941,Sayonara Elegy,Masaki Suda,anime rock,2018,japan,62,257
336,Se Prepara 2,Mc Livinho,funk carioca,2019,brazil,36,147
594,Se iluminaba,Fred De Palma,italian arena pop,2019,spain,62,174
797,Secukupnya,Hindia,indonesian indie,2019,indonesia,93,205
781,Selamat (Selamat Tinggal),Virgoun,indonesian pop,2019,indonesia,37,314
317,Sentou e Gostou,MC JottaPê,funk carioca,2019,brazil,72,163
323,Serenata - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,74,156
24,Señorita,Shawn Mendes,canadian pop,2019,world,75,191
67,Señorita,Shawn Mendes,canadian pop,2019,africa,75,191
118,Señorita,Shawn Mendes,canadian pop,2019,argentina,75,191
223,Señorita,Shawn Mendes,canadian pop,2019,belgium,75,191
270,Señorita,Shawn Mendes,canadian pop,2019,bolivia,75,191
467,Señorita,Shawn Mendes,canadian pop,2019,colombia,75,191
660,Señorita,Shawn Mendes,canadian pop,2019,france,75,191
710,Señorita,Shawn Mendes,canadian pop,2019,india,75,191
759,Señorita,Shawn Mendes,canadian pop,2019,indonesia,75,191
815,Señorita,Shawn Mendes,canadian pop,2019,israel,75,191
976,Señorita,Shawn Mendes,canadian pop,2019,malasya,75,191
733,"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,desi pop,2019,india,34,147
905,Shape of You,Ed Sheeran,pop,2017,japan,93,234
938,Shukumei,Official HIGE DANdism,anime rock,2019,japan,49,281
525,Si Se Da - Remix,Myke Towers,latin,2019,chile,77,332
538,Si Supieras,Daddy Yankee,latin,2019,chile,62,242
113,Si Te Vas,Sech,panamanian pop,2019,argentina,55,205
264,Si Te Vas,Sech,panamanian pop,2019,bolivia,55,205
464,Si Te Vas,Sech,panamanian pop,2019,colombia,55,205
515,Si Te Vas,Sech,panamanian pop,2019,chile,55,205
565,Si Te Vas,Sech,panamanian pop,2019,spain,55,205
596,Si por mi fuera,Beret,spanish hip hop,2019,spain,88,209
131,Sigues Con El,Dimelo Flow,latin,2019,argentina,68,227
288,Sigues Con El,Dimelo Flow,latin,2019,bolivia,68,227
476,Sigues Con El,Dimelo Flow,latin,2019,colombia,68,227
531,Sigues Con El,Dimelo Flow,latin,2019,chile,68,227
581,Sigues Con El,Dimelo Flow,latin,2019,spain,68,227
449,Skifahren,The Cratez,german hip hop,2019,germany,44,163
47,Sleigh Ride,The Ronettes,adult standards,2019,world,85,181
85,Sleigh Ride,The Ronettes,adult standards,2019,africa,85,181
191,Sleigh Ride,The Ronettes,adult standards,2019,australia,85,181
245,Sleigh Ride,The Ronettes,adult standards,2019,belgium,85,181
396,Sleigh Ride,The Ronettes,adult standards,2019,canada,85,181
646,Sleigh Ride,The Ronettes,adult standards,2019,usa,85,181
