,title,artist,top genre,year,country,val
799,Tak Ingin Pisah Lagi,Marion Jola,indonesian pop,2019,indonesia,34
768,Takeaway,The Chainsmokers,electropop,2019,indonesia,35
990,Takeaway,The Chainsmokers,electropop,2019,malasya,35
134,Tal Vez,Paulo Londra,argentine hip hop,2019,argentina,74
294,Tal Vez,Paulo Londra,argentine hip hop,2019,bolivia,74
779,Tanpa Tergesa,Juicy Luicy,indonesian pop,2018,indonesia,45
575,Te Quemaste,Manuel Turizo,colombian pop,2019,spain,72
283,Te Vi,Piso 21,colombian pop,2018,bolivia,71
948,Teenager Forever,King Gnu,j-pop,2019,japan,70
88,Tender Love (feat. DJ Maphorisa & Kabza De Small),Sha Sha,afro house,2019,africa,45
746,"Tera Ban Jaunga (From ""Kabir Singh"")",Akhil Sachdeva,desi pop,2019,india,40
188,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,australia,34
431,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,germany,34
442,The Best Side Of Life,Sarah Connor,german pop,2006,germany,55
365,The Box,Roddy Ricch,melodic rap,2019,canada,64
617,The Box,Roddy Ricch,melodic rap,2019,usa,64
20,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,world,21
63,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,africa,21
166,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,australia,21
220,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,belgium,21
361,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,canada,21
615,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,usa,21
249,This Christmas,Donny Hathaway,chicago soul,1971,belgium,68
649,This Christmas,Donny Hathaway,chicago soul,1971,usa,68
876,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,italian hip hop,2019,italy,27
310,Tijolão - Ao Vivo,Jorge & Mateus,sertanejo,2019,brazil,69
349,Tiro Certo - Ao Vivo,Zé Felipe,funk carioca,2019,brazil,69
333,To Voando Alto,Mc Poze do Rodo,funk carioca,2019,brazil,80
324,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,58
773,Tolong,Budi Doremi,indonesian pop,2018,indonesia,24
483,Traicionera,Pastor Lopez,cumbia,2012,colombia,96
658,Trampoline (with ZAYN),SHAED,electropop,2019,france,50
708,Trampoline (with ZAYN),SHAED,electropop,2019,india,50
968,Trampoline (with ZAYN),SHAED,electropop,2019,malasya,50
738,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak,desi pop,2019,india,48
721,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,desi pop,2019,india,31
715,"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,modern bollywood,2019,india,35
917,Turning Up,ARASHI,j-pop,2019,japan,90
9,Tusa,KAROL G,latin,2019,world,57
102,Tusa,KAROL G,latin,2019,argentina,57
253,Tusa,KAROL G,latin,2019,bolivia,57
452,Tusa,KAROL G,latin,2019,colombia,57
503,Tusa,KAROL G,latin,2019,chile,57
554,Tusa,KAROL G,latin,2019,spain,57
891,Tutto Questo Sei Tu,Ultimo,italian pop,2019,italy,42
111,Tutu,Camilo,colombian pop,2019,argentina,94
263,Tutu,Camilo,colombian pop,2019,bolivia,94
463,Tutu,Camilo,colombian pop,2019,colombia,94
516,Tutu,Camilo,colombian pop,2019,chile,94
942,Umbrella,King Gnu,j-pop,2019,japan,70
92,Umlilo,DJ Zinhle,kwaito,2019,africa,62
693,Un million par mois,Djadja & Dinaz,french hip hop,2019,france,72
677,Un peu de haine,PLK,french hip hop,2019,france,42
145,Una Cerveza,Rafaga,cumbia chilena,2016,argentina,76
292,Una Vida Para Recordar,Piso 21,colombian pop,2019,bolivia,48
892,Una volta ancora (feat. Ana Mena),Fred De Palma,italian arena pop,2019,italy,59
25,Underneath the Tree,Kelly Clarkson,dance pop,2013,world,69
68,Underneath the Tree,Kelly Clarkson,dance pop,2013,africa,69
169,Underneath the Tree,Kelly Clarkson,dance pop,2013,australia,69
224,Underneath the Tree,Kelly Clarkson,dance pop,2013,belgium,69
366,Underneath the Tree,Kelly Clarkson,dance pop,2013,canada,69
414,Underneath the Tree,Kelly Clarkson,dance pop,2013,germany,69
621,Underneath the Tree,Kelly Clarkson,dance pop,2013,usa,69
865,Underneath the Tree,Kelly Clarkson,dance pop,2013,italy,69
904,Underneath the Tree,Kelly Clarkson,dance pop,2013,japan,69
820,Unfaithful,Dennis Lloyd,israeli pop,2019,israel,42
731,Vaaste,Dhvani Bhanushali,desi pop,2019,india,32
744,Ve Maahi,Arijit Singh,desi pop,2019,india,29
849,Ve'Eem Tavo'ee Elay (And If You Will Come To Me),Idan Raichel,classic israeli pop,2019,israel,23
325,Verdinha,Ludmilla,baile pop,2019,brazil,63
528,Verte Ir,DJ Luian,latin,2019,chile,55
104,Vete,Bad Bunny,latin,2019,argentina,53
254,Vete,Bad Bunny,latin,2019,bolivia,53
454,Vete,Bad Bunny,latin,2019,colombia,53
504,Vete,Bad Bunny,latin,2019,chile,53
556,Vete,Bad Bunny,latin,2019,spain,53
446,Vor der Tür,Gzuz,deep german hip hop,2019,germany,20
332,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,pop nacional,2019,brazil,42
91,Vula Vala,DJ Maphorisa,afro house,2019,africa,14
496,Víspera de Año Nuevo,Guillermo Buitrago,classic colombian pop,2012,colombia,98
777,Waktu Yang Salah,Fiersa Besari,indonesian indie,2014,indonesia,30
921,Walking with you,Novelbright,j-pop,2018,japan,50
985,Watermelon Sugar,Harry Styles,dance pop,2019,malasya,56
772,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,k-pop,2018,indonesia,45
187,What Christmas Means To Me,Stevie Wonder,adult standards,1967,australia,82
393,What Christmas Means To Me,Stevie Wonder,adult standards,1967,canada,82
932,Wherever you are,ONE OK ROCK,j-pop,2010,japan,29
110,Whine Up,Nicky Jam,latin,2019,argentina,66
261,Whine Up,Nicky Jam,latin,2019,bolivia,66
459,Whine Up,Nicky Jam,latin,2019,colombia,66
511,Whine Up,Nicky Jam,latin,2019,chile,66
561,Whine Up,Nicky Jam,latin,2019,spain,66
21,White Christmas,Bing Crosby,adult standards,1942,world,25
64,White Christmas,Bing Crosby,adult standards,1942,africa,25
165,White Christmas,Bing Crosby,adult standards,1942,australia,25
219,White Christmas,Bing Crosby,adult standards,1942,belgium,25
362,White Christmas,Bing Crosby,adult standards,1942,canada,25
616,White Christmas,Bing Crosby,adult standards,1942,usa,25
195,White Christmas (with Shania Twain),Michael Bublé,adult standards,2011,australia,64
435,Wieso tust Du dir das an?,Apache 207,german hip hop,2019,germany,46
179,Winter Wonderland,Tony Bennett,adult standards,1968,australia,63
382,Winter Wonderland,Tony Bennett,adult standards,1968,canada,63
637,Winter Wonderland - Remastered 2006,Bing Crosby,adult standards,2006,usa,54
671,Woin Woin feat. RK,Larry,french hip hop,2019,france,70
19,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,world,77
62,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,africa,77
218,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,belgium,77
360,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,canada,77
411,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,germany,77
613,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,usa,77
863,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,italy,77
433,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,Other,2001,germany,52
136,Ya No Mas,Fer Palacio,Other,2019,argentina,88
718,Yaad Piya Ki Aane Lagi,Neha Kakkar,desi pop,2019,india,69
937,Yesterday,Official HIGE DANdism,anime rock,2019,japan,56
115,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,argentina,58
268,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,bolivia,58
517,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,chile,58
564,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,spain,58
869,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,dance pop,2017,italy,91
592,Zorra,Bad Gyal,rap catalan,2019,spain,74
209,bad guy,Billie Eilish,electropop,2019,belgium,56
705,bad guy,Billie Eilish,electropop,2019,india,56
807,bad guy,Billie Eilish,electropop,2019,israel,56
901,bad guy,Billie Eilish,electropop,2019,japan,56
962,bad guy,Billie Eilish,electropop,2019,malasya,56
875,blun7 a swishland,tha Supreme,trap italiana,2019,italy,57
893,ch1 5ei te,tha Supreme,trap italiana,2019,italy,32
326,choque térmico - ao vivo,Luan Santana,funk carioca,2019,brazil,73
762,comethru,Jeremy Zucker,pop,2018,indonesia,61
987,comethru,Jeremy Zucker,pop,2018,malasya,61
5,everything i wanted,Billie Eilish,electropop,2019,world,24
205,everything i wanted,Billie Eilish,electropop,2019,belgium,24
804,everything i wanted,Billie Eilish,electropop,2019,israel,24
955,everything i wanted,Billie Eilish,electropop,2019,malasya,24
871,fuck 3x,tha Supreme,trap italiana,2019,italy,69
706,hot girl bummer,blackbear,pop,2019,india,68
960,hot girl bummer,blackbear,pop,2019,malasya,68
774,lowkey,NIKI,indie r&b,2019,indonesia,23
881,m12ano - feat. Mara Sattei,tha Supreme,trap italiana,2019,italy,48
898,m8nstar,tha Supreme,trap italiana,2019,italy,44
319,menina solta,Giulia Be,pop nacional,2019,brazil,67
888,occh1 purpl3 - feat. Marracash,tha Supreme,trap italiana,2019,italy,55
344,quando a bad bater - ao vivo,Luan Santana,funk carioca,2019,brazil,53
880,sw1n6o - feat. Salmo,tha Supreme,trap italiana,2019,italy,79
341,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,sertanejo pop,2019,brazil,45
